"Subject"	"Activity"	"MeanBodyAccTime_Xaxis"	"MeanBodyAccTime_Yaxis"	"MeanBodyAccTime_Zaxis"	"MeanGravityAccTime_Xaxis"	"MeanGravityAccTime_Yaxis"	"MeanGravityAccTime_Zaxis"	"MeanBodyAccJerkTime_Xaxis"	"MeanBodyAccJerkTime_Yaxis"	"MeanBodyAccJerkTime_Zaxis"	"MeanBodyGyroTime_Xaxis"	"MeanBodyGyroTime_Yaxis"	"MeanBodyGyroTime_Zaxis"	"MeanBodyGyroJerkTime_Xaxis"	"MeanBodyGyroJerkTime_Yaxis"	"MeanBodyGyroJerkTime_Zaxis"	"MeanBodyAccMagnitude_Time"	"MeanGravityAccMagnitude_Time"	"MeanBodyAccJerkMagnitude_Time"	"MeanBodyGyroMagnitude_Time"	"MeanBodyGyroJerkMagnitude_Time"	"MeanFFTBodyAcc_Xaxis"	"MeanFFTBodyAcc_Yaxis"	"MeanFFTBodyAcc_Zaxis"	"MeanFFTBodyAccFreq_Xaxis"	"MeanFFTBodyAccFreq_Yaxis"	"MeanFFTBodyAccFreq_Zaxis"	"MeanFFTBodyAccJerk_Xaxis"	"MeanFFTBodyAccJerk_Yaxis"	"MeanFFTBodyAccJerk_Zaxis"	"MeanFFTBodyAccJerkFreq_Xaxis"	"MeanFFTBodyAccJerkFreq_Yaxis"	"MeanFFTBodyAccJerkFreq_Zaxis"	"MeanFFTBodyGyro_Xaxis"	"MeanFFTBodyGyro_Yaxis"	"MeanFFTBodyGyro_Zaxis"	"MeanFFTBodyGyroFreq_Xaxis"	"MeanFFTBodyGyroFreq_Yaxis"	"MeanFFTBodyGyroFreq_Zaxis"	"MeanFFTBodyAccMagnitude"	"MeanFFTBodyAccMagFreq"	"MeanFFTBodyAccJerkMagnitude"	"MeanFFTBodyAccJerkMagFreq"	"MeanFFTBodyGyroMagnitude"	"MeanFFTBodyGyroJerkMagnitude"	"MeanFFTBodyGyroMagFreq"	"MeanFFTBodyGyroJerkMagFreq"	"SDBodyAccTime_Xaxis"	"SDBodyAccTime_Yaxis"	"SDBodyAccTime_Zaxis"	"SDGravityAccTime_Xaxis"	"SDGravityAccTime_Yaxis"	"SDGravityAccTime_Zaxis"	"SDBodyAccJerkTime_Xaxis"	"SDBodyAccJerkTime_Yaxis"	"SDBodyAccJerkTime_Zaxis"	"SDBodyGyroTime_Xaxis"	"SDBodyGyroTime_Yaxis"	"SDBodyGyroTime_Zaxis"	"SDBodyGyroJerkTime_Xaxis"	"SDBodyGyroJerkTime_Yaxis"	"SDBodyGyroJerkTime_Zaxis"	"SDBodyAccMagnitude_Time"	"SDGravityAccMagnitude_Time"	"SDBodyAccJerkMagnitude_Time"	"SDBodyGyroMagnitude_Time"	"SDBodyGyroJerkMagnitude_Time"	"SDFFTBodyAcc_Xaxis"	"SDFFTBodyAcc_Yaxis"	"SDFFTBodyAcc_Zaxis"	"SDFFTBodyAccJerk_Xaxis"	"SDFFTBodyAccJerk_Yaxis"	"SDFFTBodyAccJerk_Zaxis"	"SDFFTBodyGyro_Xaxis"	"SDFFTBodyGyro_Yaxis"	"SDFFTBodyGyro_Zaxis"	"SDFFTBodyAccMagnitude"	"SDFFTBodyAccJerkMagnitude"	"SDFFTBodyGyroMagnitude"	"SDFFTBodyGyroJerkMagnitude"
1	"LAYING"	0.272574900655738	-0.0163177532121311	-0.107160088262295	-0.225603749229508	-0.0857942373770492	0.896978231639344	0.0792076921639344	0.0152010497980328	-0.00318962539237705	-0.0121981137868852	-0.108900449770492	0.0900195484754098	-0.103300588622951	-0.0361274578327869	-0.0563869672459016	-0.96183419295082	-0.96183419295082	-0.988180212131147	-0.953848269508197	-0.990505326557377	-0.979040897704918	-0.965719682622951	-0.975512832622951	-0.371628636393443	-0.196146078852459	0.127293120121311	-0.988091066557377	-0.984855225901639	-0.985510000327869	0.0610818165540984	-0.0325509023936066	0.0677926570147541	-0.97517484	-0.976400408688525	-0.987398020983607	-0.134761273609836	-0.246424594639344	0.114071039552623	-0.968843978852459	-0.14136486952459	-0.987348043442623	0.353773013137705	-0.970879046721311	-0.988250657213115	-0.136321038377049	0.0993832808018033	0.0332344944035093	0.0631352106056797	0.0581984872886031	0.0713007052668026	0.057113052262505	0.0753245274656111	0.00673628682126747	0.0146100506417485	0.00930191678543043	0.0203312100342598	0.0234348682741308	0.0178016042029915	0.0100381339728572	0.00884369930390474	0.00609506688419827	0.0736018850402386	0.0736018850402386	0.0143607154750486	0.0452819002828243	0.0105581769269434	0.035402246888917	0.06579340176496	0.0615629626716484	0.0052990910867715	0.0146874175036044	0.00789183124093373	0.0195515127065781	0.0254584099227312	0.0164380862653174	0.0671837550082373	0.0162771620925824	0.0462948271156994	0.0109967213794774
1	"SITTING"	0.276875692884615	-0.0145220521557692	-0.1044127165	0.938022554038462	-0.0785736409423077	0.145161092461538	0.07574939575	0.00915676220903846	-0.00611080135557692	-0.0368848696769231	-0.0659106753076923	0.0909894822538461	-0.0953201320769231	-0.0401082268542308	-0.0554534285846154	-0.982864775384615	-0.982864775384615	-0.991320705769231	-0.971467071346154	-0.995942333269231	-0.993634982307692	-0.978307868461538	-0.9810432725	0.0229582476596154	0.215708388923077	0.1874398965	-0.993962126730769	-0.986716618269231	-0.986997350576923	0.227014118996154	0.0504831175519231	0.0693338327596154	-0.987791569038462	-0.986647713653846	-0.986802088846154	0.205579053796154	-0.154072387761538	0.247550746705769	-0.982456742692308	0.279732578307692	-0.990243476730769	0.369829281711538	-0.981928315384615	-0.994562518461538	0.0536850692730769	0.304950238682692	0.00980345789044375	0.0565763071370125	0.0351683721624324	0.0222092696411204	0.0559887551711792	0.0534386929608281	0.00486546073353487	0.0100494331637704	0.00701285117747226	0.0160358171346708	0.0257107060741119	0.0203705598797665	0.00645891037464055	0.00729216805861425	0.0080570631957045	0.0524236590433231	0.0524236590433231	0.00968003118947395	0.0447536865091395	0.0108160018897481	0.0102812355077447	0.0623572243657615	0.0374380599994382	0.00444380436192939	0.00890419915591901	0.00568240754979348	0.0149832227737315	0.0296277526445819	0.0170848952886007	0.0528416809749024	0.00987729174231143	0.0453882420601908	0.0119530217698838
1	"STANDING"	0.278971261529412	-0.0176250647790588	-0.107684548588235	0.923877451882353	-0.0690943130705882	-0.217545914788235	0.0748302113647059	0.0125102284291647	-0.000843189326705882	-0.0277124374082353	-0.0693813192788235	0.0883755063176471	-0.100517048423529	-0.0416788892588235	-0.0549623602	-0.974277650941176	-0.974277650941176	-0.989323853411765	-0.970373976588235	-0.992271138352941	-0.990359806941176	-0.968387368235294	-0.975506579764706	-0.0345291487105882	0.0237800941828235	0.0493669536823529	-0.990572315411765	-0.981895637529412	-0.986831266235294	0.234069951330588	0.00128134884741177	-0.00453746357764706	-0.972407113764706	-0.982395494235294	-0.982536502117647	-0.18860725344	-0.224015152341176	-0.0533714098247059	-0.975064838941176	0.0456539682035294	-0.986724676352941	0.346694051858824	-0.975415877411765	-0.990389884117647	-0.167256521152941	0.220959804144706	0.0126626752125702	0.0499419294074115	0.044690699579876	0.0244415271473264	0.0299701749632837	0.0367262405653616	0.0108466565985842	0.0184979653432977	0.00788536382707392	0.0366132517030599	0.0227350491354485	0.020351528524891	0.0160941985092129	0.0102352018345897	0.0105668466037359	0.0513379066416416	0.0513379066416416	0.0173338442680013	0.0494087940241346	0.0154831263991828	0.0130182963542886	0.053795374271951	0.0509946814281324	0.0102699618989468	0.0174531080263677	0.00710040700565775	0.0370510561484182	0.0246443037850177	0.0191607987155757	0.052061643646153	0.0190368533992629	0.0509213553048922	0.0162835877450684
1	"WALKING"	0.276023564509804	-0.0204286929452941	-0.108804049803922	0.925981326078431	-0.0668246472745098	-0.217351194313725	0.0770223771764706	0.00968444678235294	0.00360803282352941	-0.0151721912792157	-0.0695955689607843	0.0818650735686274	-0.110917348282353	-0.0433876843176471	-0.0532986670705882	-0.258766694117647	-0.258766694117647	-0.363144483529412	-0.485931932745098	-0.671541834117647	-0.394790433529412	-0.321500667843137	-0.244363048235294	-0.350681958176471	-0.0270392028607843	0.0309811083103922	-0.44140618254902	-0.454270822156863	-0.422332394117647	-0.330912145882353	-0.396511933696078	-0.453928997882353	-0.59574648627451	-0.619731930392157	-0.432885310980392	-0.184031594529412	-0.0870475841176471	-0.285078729888235	-0.410463241960784	0.175600477686275	-0.378278490588235	0.0921999142870588	-0.669228540784314	-0.72068229	0.179727428509804	0.1076755658	0.0512837976731282	0.0584757094593491	0.0678792722677372	0.00854778420630218	0.0178415902096331	0.0238028472841375	0.0579152576317526	0.085262487932063	0.0655131588208366	0.0342367335146163	0.0726878257085287	0.0520520028973274	0.0362061306530503	0.0393534104327747	0.0532765465537955	0.0370488524841456	0.0370488524841456	0.0593738514673765	0.0348711721212637	0.037263953186239	0.0546206850253507	0.0534723481887814	0.0756511780920729	0.0624845156070592	0.0981596987279138	0.0756113007125458	0.0355432809342503	0.08642005107986	0.0487424565486116	0.0301034602185268	0.0666629466433342	0.0354328146479482	0.045112735885359
1	"WALKNG_DOWNSTAIRS"	0.295586802191489	-0.0183898583787234	-0.119873705148936	0.917818427021277	-0.0584832676382979	-0.225382496382979	0.0907857064255319	-0.0148114530276596	-0.029312256293617	-0.0225373369978723	-0.068264792706383	0.0835380057	-0.103904044543617	-0.0567686629753191	-0.0612136932929787	0.191079793587447	0.191079793587447	-0.165908810808511	-0.309820427234043	-0.590896636382979	0.0368263528276596	-0.134598352726809	-0.04769426376	-0.447958436170213	-0.00264587983404255	0.0352940709170213	-0.155444882765957	-0.289957855489362	-0.241974080021277	-0.368978400468085	-0.417064208808511	-0.376637686702128	-0.420844008625532	-0.479512983617021	-0.375000625531915	-0.282624940382979	0.0791059230361702	-0.121321578170213	0.114032088546809	0.0201391853085106	-0.0745659082223404	-0.0148414437446808	-0.488253939574468	-0.58966315	0.041547289106383	0.102927876712766	0.148354755640141	0.100185443401681	0.131015153205068	0.0186205562768486	0.0272253753400515	0.0605601575626466	0.119321929242836	0.0963617608872034	0.0997488242437674	0.154444215973632	0.0528269858510917	0.0903741330016418	0.0530241236319136	0.065515946057224	0.0628387890577654	0.117786321784982	0.117786321784982	0.111693635605222	0.139632021368764	0.0749036451961762	0.180996477106395	0.103925301470701	0.137460114236637	0.136913313577954	0.099025219823369	0.0940114738699078	0.159909345250286	0.0457922707184966	0.0863319594225931	0.112965774034055	0.124290709707021	0.156038028005742	0.0825727068150623
1	"WALKNG_UPSTAIRS"	0.255986102627451	-0.0143654945011765	-0.124074517745098	0.826874282745098	-0.0805926025490196	-0.379059698039216	0.0762526677	0.0173729333352941	0.0380533591627451	0.0718408878078431	-0.0486136789705882	-0.00779288021764706	-0.140908293613922	-0.0296211298558824	-0.035416300054902	-0.233990331568627	-0.233990331568627	-0.48321905	-0.308260568039216	-0.737705162156863	-0.474984014705882	-0.268063812745098	-0.335853041176471	-0.438031145882353	-0.223644983547059	-0.301508248862745	-0.546088862941176	-0.468605205294118	-0.565220840588235	-0.332237727509804	-0.535799234509804	-0.519560112156863	-0.53239971627451	-0.642018064117647	-0.492427493529412	-0.380643599411765	-0.311988459980392	-0.419784041764706	-0.370649738235294	-0.0937396805764706	-0.475597717843137	0.0673443714078431	-0.630546675490196	-0.787833632352941	-0.279231071313725	0.13453789232549	0.0480310184281802	0.0631982576583832	0.103606323570365	0.0464841478535812	0.0490413670468204	0.0875304359137952	0.0603762832347784	0.0849905313803068	0.0750308048200118	0.133870461551403	0.123386616545409	0.13493949804395	0.0284448577485007	0.0408504677777613	0.0529456640933614	0.0697883579114576	0.0697883579114576	0.060979214210943	0.13212885896561	0.0384980058461166	0.0504523261581723	0.0637379949905403	0.0933980566860315	0.0587519609956821	0.0908951065876605	0.0596442565923799	0.145952566054838	0.146234285387296	0.137598037538735	0.0596386236168191	0.0697358028487593	0.151482734955621	0.0398540983532245
2	"LAYING"	0.22159824394	-0.0405139534294	-0.11320355358	-0.24888179828	0.70554977346	0.4458177198	0.0810865342	0.0038382040088	0.010834236361	-0.016553093978	-0.064486124088	0.14868943626	-0.107270949192	-0.04151728689	-0.0740501211	-0.8419291525	-0.8419291525	-0.9543962646	-0.874759548	-0.96346103	-0.9390990524	-0.86706520518	-0.8826668762	-0.158792670508	0.097534841586	0.08943765522	-0.9570738838	-0.9224626098	-0.9480609042	0.132419092398	0.024513618956	0.02438794528	-0.850249174586	-0.9521914948	-0.909302721	-0.003546795856	-0.091529130882	0.01045812566	-0.8617676481	0.08640856294	-0.9333003608	0.26639115416	-0.8621901854	-0.9423669466	-0.1397750127	0.17648590708	0.122957401949122	0.331177484007336	0.288552886794704	0.187362173440021	0.225012896377312	0.289570966399619	0.0752185969837598	0.163771649066554	0.0880763225445686	0.23421729111206	0.0880388476633163	0.13736305008917	0.172564260864984	0.0661201623548484	0.0792540712205832	0.34981224789847	0.34981224789847	0.154039484219093	0.31538245845808	0.132852076021581	0.130107812286934	0.339788645636426	0.309051085361805	0.0643423470345477	0.144939740881557	0.0769552497419572	0.218188910209093	0.0869265794617323	0.12460690725965	0.346392256321311	0.165389919138589	0.301767298073151	0.139997579985082
2	"SITTING"	0.261237565425532	-0.00130828765170213	-0.104544182255319	0.831509933404255	0.204411592680851	0.332043702765957	0.0774825199574468	-0.000619102785106384	-0.00336779235021277	-0.045350056512766	-0.0919241549361702	0.0629313811914894	-0.0936793807234043	-0.0402118124255319	-0.046702627	-0.948536786170213	-0.948536786170213	-0.987364195531915	-0.93089249	-0.991976341276596	-0.979641238723404	-0.944084550425532	-0.959184889148936	-0.0495135975489362	0.0759460768510638	0.238829870148936	-0.986597022553191	-0.981579467021277	-0.986053092340425	0.256610823568085	0.0475437839595745	0.0923920032553192	-0.976161464042553	-0.975838585319149	-0.951315544468085	0.189153021260851	0.0631270669787234	-0.0297839207446809	-0.947782922553192	0.236655011680851	-0.985262126808511	0.351852201957447	-0.958435589361702	-0.989797547234043	-0.000262186717021277	0.184775928085106	0.0516968225656247	0.151866471015858	0.138360678594562	0.0717975256802739	0.138009139765149	0.11922465321138	0.0271963018681045	0.0303431600948287	0.0192855192609476	0.0566157567537954	0.101985327501179	0.102463356368492	0.0226036303551251	0.0245434613647658	0.0296521364534213	0.169979369819598	0.169979369819598	0.0361713543423634	0.142195681673132	0.0323051405669414	0.0546722179136088	0.16198116438308	0.150284254131327	0.0254586546040459	0.029224342714353	0.018362591849997	0.0571134791524308	0.119660771313782	0.100243986911749	0.167386175594003	0.0425296404355274	0.151474370761677	0.0367228322918592
2	"STANDING"	0.278917629056604	-0.0161375901037736	-0.110601817735849	0.942952000377358	-0.272983832264151	0.0134905823226415	0.0753766542264151	0.00797573092830189	-0.00368524954709434	-0.0239877347979245	-0.0593972209811321	0.074800751	-0.0996092129056604	-0.0440627877924528	-0.0489505466716981	-0.984278207358491	-0.984278207358491	-0.992367790566038	-0.976493792830189	-0.994966790566038	-0.995249932641509	-0.977070847735849	-0.985297098679245	0.0865153619088679	0.117478948718868	0.244858585792453	-0.994630797358491	-0.985418704528302	-0.990752166037736	0.314182940150943	0.0391618954943396	0.138581478749057	-0.986386786037736	-0.988984455849057	-0.980773122830189	-0.120293020603774	-0.0447191978169811	0.100607635139623	-0.985356361132075	0.284555290773585	-0.99254247754717	0.422220102264151	-0.984617623396226	-0.994815376981132	-0.0286057725328302	0.334498734301887	0.0052741393229331	0.0363316416378927	0.0274481084909406	0.0135877008820328	0.035672318716106	0.034253361354175	0.00265311293352562	0.00766084519819399	0.00326932508283739	0.0103298022081838	0.013655140340498	0.0240492537828287	0.0041384711467329	0.00421493661279655	0.00704788101773433	0.0320196532247759	0.0320196532247759	0.00507947462685607	0.0281985416367829	0.00538055069862135	0.0058141341210105	0.0401256474317743	0.0315309907696867	0.00252346271734194	0.00728631688451156	0.00308126634948512	0.0104573390412713	0.0147179058997417	0.0224991647382855	0.0325772441177905	0.00472695392108994	0.028510816312114	0.0057246066619768
2	"WALKING"	0.277330758736842	-0.0173838185273684	-0.111148103547368	0.935223201473684	-0.282165021263158	-0.068102864	0.0740416333157895	0.0282721095884211	-0.00416840617789474	-0.041830963526	-0.0695300462115789	0.0849448173042105	-0.0899975423705263	-0.0398428709463158	-0.0461309295021053	-0.136971176556842	-0.136971176556842	-0.141428809031579	-0.160979552536842	-0.298703679084211	-0.202794306326316	0.0897127264021053	-0.331560117789474	-0.207548374494737	0.113093646103158	0.0497265196172632	-0.170546964549579	-0.0352255241130632	-0.468999224631579	-0.209261973376842	-0.386237143210526	-0.185530281244211	-0.339032197115789	-0.103059416434737	-0.255940940315789	0.0147844986621053	-0.0657746190010526	0.00077332156431579	-0.128623450629474	0.1906437244	-0.0571194000343158	0.0938221807027368	-0.199252568986316	-0.319308593778947	0.268844367525895	0.190663448793684	0.067978132739783	0.0871784521583147	0.0620301284304812	0.0130926333374786	0.017857276473091	0.0446498006525058	0.0917561646703615	0.104032657586352	0.0654666114033403	0.0567905427488851	0.0720805680399914	0.05234188186092	0.0672704025581217	0.0953799072079242	0.0625350967913019	0.0560365565162432	0.0560365565162432	0.113768706577626	0.0653642913343777	0.091757559694167	0.075946531499396	0.0870485792231659	0.0666827806208188	0.102406184682404	0.111077436067163	0.0730309432982119	0.0552428186234544	0.0734451978487024	0.0490663874324954	0.0425928325706612	0.122148127646665	0.0503532526972754	0.0922725193291038
